"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2" 
"o:polos.1085","  "," Gruss aus Kranichsfeld. Schloss. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 341; 175 ","  "," 2 "," polos_1085_v.jpg "," polos_1085_r.jpg " 
"o:polos.1086","  "," Gruss aus Bad Radein. KAPELLE. BRUNNEN-PAVILLON. RENNBAHN. BAHNHOF. TOTALANSICHT. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 5311; 346; 361; 344; 498; 273; 529 ","  "," 2 "," polos_1086_v.jpg "," polos_1086_r.jpg " 
"o:polos.1087"," Josef Razlag, Radenci "," Bad Radein. Radenci. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1907"," "," 346; 551; 472 ","  "," 2 "," polos_1087_v.jpg "," polos_1087_r.jpg " 
"o:polos.1088","  "," Bad Radein. Villa Vogler. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 529; 528; 341; 551 ","  "," 2 "," polos_1088_v.jpg "," polos_1088_r.jpg " 
"o:polos.1089"," Artur Klobučar, Radlje ob Dravi "," Pozdrav iz Marnberga. Gruss aus Mahrenberg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 361; 363; 346; 132 ","  "," 2 "," polos_1089_v.jpg "," polos_1089_r.jpg " 
"o:polos.109"," Karl Schwidernoch, Wien "," Gruss aus WIND. LANDSBERG. Windisch Landsberg "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 361; 137; 341 ","  "," 2 "," polos_0109_v.jpg "," polos_0109_r.jpg " 
"o:polos.1090"," M. Lukas, Radlje ob Dravi "," Gasthof Maximilian Lukas in Mahrenberg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905","1908"," 265; 341; 551; 365 ","  "," 2 "," polos_1090_v.jpg "," polos_1090_r.jpg " 
"o:polos.1091"," Franz Lebirsch, Radlje ob Dravi "," Gruß aus Mahrenberg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 341; 344; 551; 363; 472 ","  "," 2 "," polos_1091_v.jpg "," polos_1091_r.jpg " 
"o:polos.1092","  "," Mahrenberg, Steiermark "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1914"," 361; 133 ","  "," 2 "," polos_1092_v.jpg "," polos_1092_r.jpg " 
"o:polos.1093"," A. Beer, Klagenfurt "," Gruss aus Retschitztal. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905","1914"," 341; 292 ","  "," 2 "," polos_1093_v.jpg "," polos_1093_r.jpg " 
"o:polos.1094"," O. Fuxhofer, Ribnica na Pohorju "," Reifnigg, Steiermark. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908"," "," 361; 133; 240; 575 ","  "," 2 "," polos_1094_v.jpg "," polos_1094_r.jpg " 
"o:polos.1095"," Carl Otto Hayd, München "," GRUSS ROHTISCH SAUERBRUNN. Donatiberg. Tempelbrunnen. Styria-Quelle. Attems-Monument. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 529; 528; 517; 341; 211 ","  "," 2 "," polos_1095_v.jpg "," polos_1095_r.jpg " 
"o:polos.1096"," Selzer & Rank, Osijek "," Rohitsch - Sauerbrunn. Wandelhalle. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 529; 353; 743; 720 ","  "," 2 "," polos_1096_v.jpg "," polos_1096_r.jpg " 
"o:polos.1097"," Albin Sussitz, Graz "," Markt Rohitsch mit dem Bahnhofe. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1914"," 361; 496; 498 ","  "," 2 "," polos_1097_v.jpg "," polos_1097_r.jpg " 
"o:polos.1098"," Albin Sussitz, Graz "," Trg Rogatec z železničko Postajo. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 496; 498; 361 ","  "," 2 "," polos_1098_v.jpg "," polos_1098_r.jpg " 
"o:polos.1099","  "," Gruß aus Rohitsch. Totale. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903","1905"," 361; 363 ","  "," 2 "," polos_1099_v.jpg "," polos_1099_r.jpg " 
"o:polos.11","  "," Gruss aus Markt Tüffer. Otto Withalm's Cementfabrik. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1906"," "," 348; 551 ","  "," 2 "," polos_0011_v.jpg "," polos_0011_r.jpg " 
"o:polos.110"," Schönwetter, Hartberg "," Gruß aus Wind.=Landsberg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 341; 316 ","  "," 2 "," polos_0110_v.jpg "," polos_0110_r.jpg " 
"o:polos.1100"," Josef Treff, Rogoznica "," Gruss aus Ragosnitz bei Pettau. Pozdrav iz Ragosnice pri Ptuj. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 341; 265; 551 ","  "," 2 "," polos_1100_v.jpg "," polos_1100_r.jpg " 
"o:polos.1101"," Österreichische Licht-Druckanstalt, Wien "," …liche Grüsse aus Zellnitz a. Drau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1911"," "," 361; 363; 5311; 522 ","  "," 2 "," polos_1101_v.jpg "," polos_1101_r.jpg " 
"o:polos.1102"," Adolf Skušek, Maribor "," Mesaričeva gostilna in trgovina lesa. Selnica ob Dravi. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 265; 472; 313; 292; 562 ","  "," 2 "," polos_1102_v.jpg "," polos_1102_r.jpg " 
"o:polos.1103"," Albin Sussitz, Graz "," SCHLEINITZ. SLIVNICA. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905","1908"," 361; 137 ","  "," 2 "," polos_1103_v.jpg "," polos_1103_r.jpg " 
"o:polos.1104"," Karl Schwidernoch, Wien "," GRUSS aus SCHLEINITZ bei Marburg Steiermark. J. Wregg's Weingartenhaus. Wregg's Gasthaus. Burg Schleinitz. Dammhirsch-Park. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 136; 224; 175; 341; 265; 551; 273; 517 ","  "," 2 "," polos_1104_v.jpg "," polos_1104_r.jpg " 
"o:polos.1105"," Theodor Bothe, Rače "," Burg Schleinitz bei Marburg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 175; 341 ","  "," 2 "," polos_1105_v.jpg "," polos_1105_r.jpg " 
"o:polos.1106"," Karl Bastiantschitz, Slovenj Gradec "," WINDISCHGRAZ. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1907"," "," 363; 361; 365 ","  "," 2 "," polos_1106_v.jpg "," polos_1106_r.jpg " 
"o:polos.1107"," Karl Bastiantschitz, Slovenj Gradec "," WINDISCHGRAZ. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1901"," "," 361; 346 ","  "," 2 "," polos_1107_v.jpg "," polos_1107_r.jpg " 
"o:polos.1108"," F. Andreitz, Slovenj Gradec "," Windischgraz. Hugo Wolfs Geburts-Ort und Haus. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 361; 341; 554 ","  "," 2 "," polos_1108_v.jpg "," polos_1108_r.jpg " 
"o:polos.1109"," Karl Bastiantschitz, Slovenj Gradec "," GRUSS aus Windischgraz. St. Ursula Seehöhe 1696 m. Jagdhaus am Ursulaberg. Römerquelle. Hauptplatz. Schloss Gallenhofen. Erzherzog Johann Denkmal & Huda Lukna. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 361; 363; 211; 346; 341; 517 ","  "," 2 "," polos_1109_v.jpg "," polos_1109_r.jpg " 
"o:polos.111"," Anton Cvetko, Podčetrtek "," Pozdrav iz Podčetrtka. Cerkev. Trgovina A. Cvetko. Šola. C. k. žandarska postaja. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1911"," "," 346; 347; 344; 551; 472 ","  "," 2 "," polos_0111_v.jpg "," polos_0111_r.jpg " 
"o:polos.1110","  "," Slovengradec. Narodni dom. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1901"," "," 361; 341; 552; 186 ","  "," 2 "," polos_1110_v.jpg "," polos_1110_r.jpg " 
"o:polos.1111"," Karl Bastiantschitz, Slovenj Gradec "," Windischgraz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 341; 363 ","  "," 2 "," polos_1111_v.jpg "," polos_1111_r.jpg " 
"o:polos.1112"," Vilko Weixl, Maribor "," Slov, Gradec. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 361; 632 ","  "," 2 "," polos_1112_v.jpg "," polos_1112_r.jpg " 
"o:polos.1113"," Karl Bastiantschitz, Slovenj Gradec "," Gruss aus Windischgraz. Hauptplatz. KIRCHPLATZ. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 346; 363; 472; 511; 632 ","  "," 2 "," polos_1113_v.jpg "," polos_1113_r.jpg " 
"o:polos.1114"," Karl Bastiantschitz, Slovenj Gradec "," Windischgraz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 632; 363 ","  "," 2 "," polos_1114_v.jpg "," polos_1114_r.jpg " 
"o:polos.1115"," Karl Bastiantschitz, Slovenj Gradec "," Windischgraz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 361; 133 ","  "," 2 "," polos_1115_v.jpg "," polos_1115_r.jpg " 
"o:polos.1116","  "," Gruss aus Windisch=Freistitz. Schulgasse. Hauptplatz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1899"," ","  ","  "," 2 "," polos_1116_v.jpg "," polos_1116_r.jpg " 
"o:polos.1117"," J. Smeh "," Kolodvor Slov. Bistrica. Kolodvor. Restavracija Sorschak. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 265; 511; 498 ","  "," 2 "," polos_1117_v.jpg "," polos_1117_r.jpg " 
"o:polos.1118"," Johann Fiausch, Graz "," Windisch-Feistritz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 700; 363; 632; 136; 292; 562 ","  "," 2 "," polos_1118_v.jpg "," polos_1118_r.jpg " 
"o:polos.1119"," Karl Schwidernoch, Wien "," GRUSS aus WINDISCH-FEISTRITZ Steiermark. Windisch-Feistritz. Hauptplatz. Josefi-Kirche. Burg Feistritz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 632; 363; 346 ","  "," 2 "," polos_1119_v.jpg "," polos_1119_r.jpg " 
"o:polos.112","  "," Gruss aus Windisch Landsberg. Pozdrav iz Podčertertka. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1907"," "," 347; 361; 551; 472 ","  "," 2 "," polos_0112_v.jpg "," polos_0112_r.jpg " 
"o:polos.1120"," V. Schubert, Wien "," Slovenska Bistrica. Windisch Feistritz. Hotel Austria. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 632; 552; 485 ","  "," 2 "," polos_1120_v.jpg "," polos_1120_r.jpg " 
"o:polos.1121"," Rosa Pitschl, Slovenska Bistrica "," Windisch-Feistritz. Kaiser-Franz-Josef-Jubiläums-Sparkasse. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 341; 551; 452 ","  "," 2 "," polos_1121_v.jpg "," polos_1121_r.jpg " 
"o:polos.1122"," Rosa Pitschl, Slovenska Bistrica "," Windisch Feistritz. Franz Josefs-Kaserne.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 341; 700; 136; 137; 551; 632; 186 ","  "," 2 "," polos_1122_v.jpg "," polos_1122_r.jpg " 
"o:polos.1123"," Rosa Pitschl, Slovenska Bistrica "," Windischfeistritz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1920"," "," 632; 361 ","  "," 2 "," polos_1123_v.jpg "," polos_1123_r.jpg " 
"o:polos.1124"," Franz Erben, Slovenska Bistrica "," Windisch-Feistritz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 632; 361 ","  "," 2 "," polos_1124_v.jpg "," polos_1124_r.jpg " 
"o:polos.1125"," Rosa Pitschl, Slovenska Bistrica "," Bezirkssparkassa. Deutsche Volksschule. K k. Bezirksgericht u. Steueramt. Albert Stiger-Platz. Windischfeistritz. Triesterstrasse. Schulgasse. Burg Feistritz. Dr. Link-Gasse. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1914","1916"," 361; 632; 346; 341; 344 ","  "," 2 "," polos_1125_v.jpg "," polos_1125_r.jpg " 
"o:polos.1126"," Rosa Pitschl, Slovenska Bistrica "," Windisch Feistritz.   "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 632; 361 ","  "," 2 "," polos_1126_v.jpg "," polos_1126_r.jpg " 
"o:polos.1127","  "," Windisch Feistritz.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 632; 551; 346; 265; 485 ","  "," 2 "," polos_1127_v.jpg "," polos_1127_r.jpg " 
"o:polos.1128"," Rosa Pitschl, Slovenska Bistrica "," Windisch Feistritz. Hauptplatz.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1916"," "," 361; 632 ","  "," 2 "," polos_1128_v.jpg "," polos_1128_r.jpg " 
"o:polos.1129"," Rosa Pitschl, Slovenska Bistrica "," Slov. Bistrica. Glavni trg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1920"," "," 344; 632; 366 ","  "," 2 "," polos_1129_v.jpg "," polos_1129_r.jpg " 
"o:polos.113","  "," Gostilna in trgovina M. Jug. Pozdrav iz Podčetrtka. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1907"," "," 361; 347; 551; 265; 472 ","  "," 2 "," polos_0113_v.jpg "," polos_0113_r.jpg " 
"o:polos.1130"," Postkarten-Verlag Gonobitz "," Gonobitz, Tiergarten u. Teich, Pardowitz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 136; 137; 367; 517; 133 ","  "," 2 "," polos_1130_v.jpg "," polos_1130_r.jpg " 
"o:polos.1131"," Franz Kupnik, Slovenske Konjice "," Gonobitz (Frohnleichnamsprozession) "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 292; 788; 796; 541 ","  "," 2 "," polos_1131_v.jpg "," polos_1131_r.jpg " 
"o:polos.1132"," Ludwig Biersack, München "," Gruss aus Gonobitz, Untersteier. Urban's Gasthof.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1903"," "," 265; 551; 353; 274 ","  "," 2 "," polos_1132_v.jpg "," polos_1132_r.jpg " 
"o:polos.1133","  "," Filiale Gonobitz der k. k. Landwirtschafts-Gesellschaft in der Steiermark (Filialhaus in Gonobitz.). Podružnica Konjice c. kr. Družbe za Štajersko. (podružnični dom v Konjicah.). "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 341; 344 ","  "," 2 "," polos_1133_v.jpg "," polos_1133_r.jpg " 
"o:polos.1134"," M. Ogorevc "," Konjice. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 133; 361; 875 ","  "," 2 "," polos_1134_v.jpg "," polos_1134_r.jpg " 
"o:polos.1135","  "," Sulzbach. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 133; 361 ","  "," 2 "," polos_1135_v.jpg "," polos_1135_r.jpg " 
"o:polos.1136"," Goričar & Leskovšek, Celje "," Sulzbach v. S. O.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 133; 361 ","  "," 2 "," polos_1136_v.jpg "," polos_1136_r.jpg " 
"o:polos.1137","  "," Gruß aus Unter St. Kunigund bei Marburg a. Dr. Pozdrav iz Spodnje sv. Kungote. Gasthaus H. Schantl. Gostilna H. Schantl. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1908","1916"," 361; 133; 240; 265; 551 ","  "," 2 "," polos_1137_v.jpg "," polos_1137_r.jpg " 
"o:polos.1138","  "," Unter Pulsgau. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1917"," "," 136; 240; 369 ","  "," 2 "," polos_1138_v.jpg "," polos_1138_r.jpg " 
"o:polos.1139","  "," Staritrg prì slov. Gradču. Altenmarkt bei Windischgraz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 361 ","  "," 2 "," polos_1139_v.jpg "," polos_1139_r.jpg " 
"o:polos.114"," Josip Černelč, Bistrica ob Sotli "," Sv. Peter pod sv. Gorami. - St. Peter bei Königsberg. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1919"," "," 133; 361 ","  "," 2 "," polos_0114_v.jpg "," polos_0114_r.jpg " 
"o:polos.1140","  "," Gruß aus St. Johann am Draufelde.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904","1908"," 361 ","  "," 2 "," polos_1140_v.jpg "," polos_1140_r.jpg " 
"o:polos.1141","  "," Sv. Frančišek Ks. v Savinski dolini. St. Xaveri im Sannthale.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 366; 240; 346; 875 ","  "," 2 "," polos_1141_v.jpg "," polos_1141_r.jpg " 
"o:polos.1142","  "," Pozdrav iz Svetinj. Blagoslovlenje mesa na Libonji. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 346; 788; 292; 562; 793 ","  "," 2 "," polos_1142_v.jpg "," polos_1142_r.jpg " 
"o:polos.1143"," Carl Matzner, Graz "," Pozdrav iz Svetinj - Allerheiligen. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905","1914"," 361; 346; 240 ","  "," 2 "," polos_1143_v.jpg "," polos_1143_r.jpg " 
"o:polos.1144","  "," Pozdrav od Sv. Ane v Slov. gor.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 361; 346; 240 ","  "," 2 "," polos_1144_v.jpg "," polos_1144_r.jpg " 
"o:polos.1145","  "," Sv. Ana na Krembergu. Nova šola. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 361; 346 ","  "," 2 "," polos_1145_v.jpg "," polos_1145_r.jpg " 
"o:polos.1146"," Anton Schlauer, Graz "," Pozdrav iz Sv Ane v. Slov. Goricah. Gruss aus St. Anna in W.B. zahodna stran Westseite. Vshodna stran Ostseite. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1899"," "," 346 ","  "," 2 "," polos_1146_v.jpg "," polos_1146_r.jpg " 
"o:polos.1147","  "," Pozdrav iz Ane v Slov. Goricah. Gruss aus St. Anna in W.B.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905","1908"," 346 ","  "," 2 "," polos_1147_v.jpg "," polos_1147_r.jpg " 
"o:polos.1148"," Weiss & Dreykurs, Wien "," Pozdrav od. sv. Antona v. Slov. Goricah. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 346; 793 ","  "," 2 "," polos_1148_v.jpg "," polos_1148_r.jpg " 
"o:polos.1149"," Österreichische Licht-Druckanstalt, Wien "," Sv. Andraš Sl gorici. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1902"," "," 346; 361 ","  "," 2 "," polos_1149_v.jpg "," polos_1149_r.jpg " 
"o:polos.115","  "," [Untitled] Picture of people posing in front of a tavern. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 341; 369; 265; 551; 472 ","  "," 2 "," polos_0115_v.jpg "," polos_0115_r.jpg " 
"o:polos.1150","  "," Pozdrav iz Sv. Andraža v. Slov. gor. C.k. pošta in Trgovina V. Zorko. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1905"," "," 361; 472; 551 ","  "," 2 "," polos_1150_v.jpg "," polos_1150_r.jpg " 
"o:polos.1151"," Franz Kurnik, Sveta Trojica v Slovenskih Goricah "," Sv Andraž v Slov. gor. C.k. poštni urad in trgovina V. Zorko. Šola. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910","1916"," 361; 472; 551; 346; 590; 872 ","  "," 2 "," polos_1151_v.jpg "," polos_1151_r.jpg " 
"o:polos.1152"," Franz Kurnik, Sveta Trojica v Slovenskih Goricah "," Sv. Andraž v Slov. gor. Vinko Zorko-trgovina. Gostilna Juri Čuček. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1919"," "," 346; 472; 551; 265 ","  "," 2 "," polos_1152_v.jpg "," polos_1152_r.jpg " 
"o:polos.1153","  "," Pozdrav od Sv. Andraža v Sl. gor.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 346; 361; 872; 770 ","  "," 2 "," polos_1153_v.jpg "," polos_1153_r.jpg " 
"o:polos.1154"," Karl Schwidernoch, Wien "," Gruss aus St. Barbara bei Pettau. Pozdrav iz Sv. Barbare pri Ptuju. St. Barbara i/d Kolos. Ottilienheim.  Pfarrhof. Volksschule. Handlung M. Blass.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1900"," "," 346; 341; 872 ","  "," 2 "," polos_1154_v.jpg "," polos_1154_r.jpg " 
"o:polos.1155","  "," Pozdrav od Sv. Barbare v Halozah. Sola. Trgovina Gostilna in Mesarya Mavro Blassa.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1907"," "," 273; 872; 361; 265; 472; 240 ","  "," 2 "," polos_1155_v.jpg "," polos_1155_r.jpg " 
"o:polos.1156","  "," St. Benedikten W.B. Hl. Dreikönige.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  "," "," "," 361 ","  "," 2 "," polos_1156_v.jpg "," polos_1156_r.jpg " 
"o:polos.1157"," V. Schubert, Wien "," Pozdrav od Sv Benedikta v gloricah.   "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 361; 341 ","  "," 2 "," polos_1157_v.jpg "," polos_1157_r.jpg " 
"o:polos.1158"," M. Polak, Ormož "," Trgovina in gostilna Vrabi. C. kr. pošta sv. Bolfenk. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1918"," "," 341; 472; 265; 205 ","  "," 2 "," polos_1158_v.jpg "," polos_1158_r.jpg " 
"o:polos.1159","  "," GRUSS aus HL. Geist am Osterberg. Pozdrav iz Sv. Duha na Ostrem vrhu.  "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 361; 875 ","  "," 2 "," polos_1159_v.jpg "," polos_1159_r.jpg " 
"o:polos.116","  "," Šmarije pri Jelšah. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1910"," "," 361; 346 ","  "," 2 "," polos_0116_v.jpg "," polos_0116_r.jpg " 
"o:polos.1160","  "," Gruss aus Hl. Geist am Osterberg. (907 Meter Seehöhe). Pozdrav iz Sv. Duha na Ostrem vrhu. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 361 ","  "," 2 "," polos_1160_v.jpg "," polos_1160_r.jpg " 
"o:polos.1161"," Anitta, Wien "," Pozdrav od Sv. Florijana. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1909"," "," 341; 770; 590 ","  "," 2 "," polos_1161_v.jpg "," polos_1161_r.jpg " 
"o:polos.1162","  "," Pozdrav iz Sv. Florijana ob Boču. Ložno. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1904"," "," 361; 346 ","  "," 2 "," polos_1162_v.jpg "," polos_1162_r.jpg " 
"o:polos.1163"," Franc Krašovic "," Pozdrav iz Št. Jurja ob Taboru. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1901"," "," 361; 346; 137 ","  "," 2 "," polos_1163_v.jpg "," polos_1163_r.jpg " 
"o:polos.1164"," Vilko Weixl, Maribor "," Pozdrav od SV. JURIJA NA ŠČAVNICI. Pogled na Videm. Cerkev sv. Jurija. Cerkev sv. Duha. Marijina kapela na Vidmi. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1915"," "," 346; 361; 137 ","  "," 2 "," polos_1164_v.jpg "," polos_1164_r.jpg " 
"o:polos.1165","  "," Pozdrav od sv. Juri ob Šcavnici Štajer. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 361; 472; 551 ","  "," 2 "," polos_1165_v.jpg "," polos_1165_r.jpg " 
"o:polos.1166","  "," Pozdrav od sv. Jurja ob Ščavnici. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 346; 341 ","  "," 2 "," polos_1166_v.jpg "," polos_1166_r.jpg " 
"o:polos.1167"," Postkarten-Verlags-Anstalt Postl, Vasdobra "," St. Georgen an der Pössnitz. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1913"," "," 361 ","  "," 2 "," polos_1167_v.jpg "," polos_1167_r.jpg " 
"o:polos.1168","  "," Pozdrav od sv. Križa. Nadžupnysko cerkev. Villa Zlatorog. Marija Terziše. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1899"," "," 346; 341; 551 ","  "," 2 "," polos_1168_v.jpg "," polos_1168_r.jpg " 
"o:polos.1169"," Weiss & Dreykurs, Wien "," Gruss aus St. Leonhard (in Wind. Büheln.). Schule. St. Leonhard. Schloss Gutenhaag. "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1898"," "," 346; 872; 341; 175 ","  "," 2 "," polos_1169_v.jpg "," polos_1169_r.jpg " 
"o:polos.117"," Josip Černelč, Bistrica ob Sotli "," Sv. Peter pod Sv. Gorami (zapadna stran). St. Peter bei Königsberg (Westseite). "," Postcard ","9x14"," Creative Commons BY-NC-SA 4.0 ","  ","1912"," "," 361 ","  "," 2 "," polos_0117_v.jpg "," polos_0117_r.jpg " 
